Period,Payment,Channel,Dest Zone,Remarks,Count,State,Country
Jan W2,STD,M-Site,TIER 1,Pre-Manifest,380,MAHARASHTRA,India
Jan W2,STD,M-Site,TIER 1,Pre-Manifest,663,TELANGANA,India
Jan W2,STD,PC,TIER 1,Pre-Manifest,458,UTTAR PRADESH,India
Jan W2,STD,PC,TIER 2,Pre-Manifest,2164,ANDHRA PRADESH,India
Jan W2,STD,PC,TIER 2,Pre-Manifest,77,BIHAR,India
Jan W2,STD,PC,TIER 2,Pre-Manifest,1081,CHHATTISGARH,India
Jan W2,STD,PC,TIER 2,Pre-Manifest,775,GOA,India
Jan W2,STD,PC,TIER 2,Pre-Manifest,1046,HARYANA,India
Jan W3,COD,APP,TIER 2,Pre-Manifest,8280,HIMACHAL PRADESH,India
Jan W3,COD,APP,TIER 2,Pre-Manifest,8684,MADHYA PRADESH,India
Jan W3,COD,APP,TIER 2,Pre-Manifest,4820,MAHARASHTRA,India
Jan W3,COD,APP,TIER 2,Pre-Manifest,7960,RAJASTHAN,India
Jan W3,COD,APP,TIER 2,Pre-Manifest,11380,TAMIL NADU,India
Jan W3,COD,APP,TIER 2,Pre-Manifest,22801,UTTAR PRADESH,India
Jan W3,COD,M-Site,TIER 2,Pre-Manifest,2334,UTTAR PRADESH,India
Jan W3,COD,M-Site,TIER 3,Pre-Manifest,2727,ANDHRA PRADESH,India
Jan W3,COD,M-Site,TIER 3,Pre-Manifest,1117,ANDHRA PRADESH,India
Jan W3,COD,M-Site,TIER 3,Pre-Manifest,2320,BIHAR,India
Jan W3,COD,M-Site,TIER 3,Pre-Manifest,3433,HIMACHAL PRADESH,India
Jan W3,COD,M-Site,TIER 3,Pre-Manifest,5715,JAMMU & KASHMIR,India
Jan W3,COD,PC,TIER 3,Pre-Manifest,1392,JAMMU & KASHMIR,India
Jan W3,COD,PC,TIER 3,Pre-Manifest,2128,KERALA,India
Jan W3,COD,PC,TIER 3,Pre-Manifest,373,MAHARASHTRA,India
Jan W3,COD,PC,TIER 3,Pre-Manifest,1618,TAMIL NADU,India
Jan W3,COD,PC,TIER 3,Pre-Manifest,1642,TAMIL NADU,India
Jan W3,COD,PC,TIER 3,Pre-Manifest,2516,TELANGANA,India
Jan W3,STD,APP,TIER 3,Pre-Manifest,832,UTTAR PRADESH,India
Jan W3,STD,APP,TIER 3,Pre-Manifest,2709,UTTAR PRADESH,India
Jan W3,STD,APP,EAST,Pre-Manifest,253,ORISSA,India
Jan W3,STD,APP,EAST,Pre-Manifest,1536,ORISSA,India
Jan W3,STD,APP,EAST,Pre-Manifest,1554,WEST BENGAL,India
Jan W3,STD,APP,EAST,Pre-Manifest,2373,WEST BENGAL,India
Jan W3,STD,M-Site,METRO,Pre-Manifest,206,DELHI,India
Jan W3,STD,M-Site,METRO,Pre-Manifest,464,GUJARAT,India
Jan W3,STD,M-Site,METRO,Pre-Manifest,56,HARYANA,India
Jan W3,STD,M-Site,METRO,Pre-Manifest,300,HARYANA,India
Jan W3,STD,M-Site,METRO,Pre-Manifest,304,HARYANA,India
Jan W3,STD,M-Site,METRO,Pre-Manifest,521,KARNATAKA,India
Jan W3,STD,PC,METRO,Pre-Manifest,369,KARNATAKA,India
Jan W3,STD,PC,METRO,Pre-Manifest,1776,KARNATAKA,India
Jan W3,STD,PC,METRO,Pre-Manifest,52,MAHARASHTRA,India
Jan W3,STD,PC,METRO,Pre-Manifest,764,MAHARASHTRA,India
Jan W3,STD,PC,METRO,Pre-Manifest,519,MAHARASHTRA,India
Jan W3,STD,PC,METRO,Pre-Manifest,784,TAMIL NADU,India
Jan W4,COD,APP,METRO,Pre-Manifest,8896,TELANGANA,India
Jan W4,COD,APP,METRO,Pre-Manifest,8706,TELANGANA,India
Jan W4,COD,APP,METRO,Pre-Manifest,5494,TELANGANA,India
Jan W4,COD,APP,METRO,Pre-Manifest,7728,UTTAR PRADESH,India
Jan W4,COD,APP,TIER 1,Pre-Manifest,11733,ANDHRA PRADESH,India
Jan W4,COD,APP,TIER 1,Pre-Manifest,24173,ANDHRA PRADESH,India
Jan W4,COD,M-Site,TIER 1,Pre-Manifest,1958,GUJARAT,India
Jan W4,COD,M-Site,TIER 1,Pre-Manifest,1947,GUJARAT,India
Jan W4,COD,M-Site,TIER 1,Pre-Manifest,1193,KARNATAKA,India
Jan W4,COD,M-Site,TIER 1,Pre-Manifest,1837,KERALA,India
Jan W4,COD,M-Site,TIER 1,Pre-Manifest,2684,MADHYA PRADESH,India
Jan W4,COD,M-Site,TIER 1,Pre-Manifest,4831,MAHARASHTRA,India
Jan W4,COD,PC,TIER 1,Pre-Manifest,1167,MAHARASHTRA,India
Jan W4,COD,PC,TIER 1,Pre-Manifest,1651,MAHARASHTRA,India
Jan W4,COD,PC,TIER 1,Pre-Manifest,425,MAHARASHTRA,India
Jan W4,COD,PC,TIER 1,Pre-Manifest,1288,PONDICHERRY,India
Jan W4,COD,PC,TIER 1,Pre-Manifest,1437,PONDICHERRY,India
Jan W4,COD,PC,TIER 1,Pre-Manifest,2400,RAJASTHAN,India
Jan W4,STD,APP,TIER 1,Pre-Manifest,808,TAMIL NADU,India
Jan W4,STD,APP,TIER 1,Pre-Manifest,2562,TAMIL NADU,India
Jan W4,STD,APP,TIER 1,Pre-Manifest,269,UTTAR PRADESH,India
Jan W4,STD,APP,TIER 1,Pre-Manifest,1602,UTTAR PRADESH,India
Jan W4,STD,APP,TIER 1,Pre-Manifest,1590,UTTAR PRADESH,India
Jan W4,STD,APP,TIER 1,Pre-Manifest,2280,UTTARAKHAND,India
Jan W4,STD,M-Site,TIER 1,Pre-Manifest,132,UTTARAKHAND,India
Jan W4,STD,M-Site,TIER 2,Pre-Manifest,403,ANDHRA PRADESH,India
Jan W4,STD,M-Site,TIER 2,Pre-Manifest,52,ANDHRA PRADESH,India
Jan W4,STD,M-Site,TIER 2,Pre-Manifest,280,BIHAR,India
Jan W4,STD,M-Site,TIER 2,Pre-Manifest,256,CHANDIGARH,India
Jan W4,STD,M-Site,TIER 2,Pre-Manifest,398,CHHATTISGARH,India
Jan W4,STD,PC,TIER 2,Pre-Manifest,318,DADRA & NAGAR HAVELI,India
Jan W4,STD,PC,TIER 2,Pre-Manifest,1280,DAMAN & DIU,India
Jan W4,STD,PC,TIER 2,Pre-Manifest,50,GOA,India
Jan W4,STD,PC,TIER 2,Pre-Manifest,659,GOA,India
Jan W4,STD,PC,TIER 2,Pre-Manifest,469,GUJARAT,India
Jan W4,STD,PC,TIER 2,Pre-Manifest,643,GUJARAT,India
Mar W1,COD,APP,TIER 2,Pre-Manifest,1980,HARYANA,India
Mar W1,COD,APP,TIER 2,Pre-Manifest,1733,HARYANA,India
Mar W1,COD,APP,TIER 2,Pre-Manifest,1590,HIMACHAL PRADESH,India
Mar W1,COD,APP,TIER 2,Pre-Manifest,1458,HIMACHAL PRADESH,India
Mar W1,COD,APP,TIER 2,Pre-Manifest,2236,KARNATAKA,India
Mar W1,COD,APP,TIER 2,Pre-Manifest,5367,KERALA,India
Mar W1,COD,M-Site,TIER 2,Pre-Manifest,302,MADHYA PRADESH,India
Mar W1,COD,M-Site,TIER 2,Pre-Manifest,295,MAHARASHTRA,India
Mar W1,COD,M-Site,TIER 2,Pre-Manifest,247,MAHARASHTRA,India
Mar W1,COD,M-Site,TIER 2,Pre-Manifest,275,PUNJAB,India
Mar W1,COD,M-Site,TIER 2,Pre-Manifest,388,RAJASTHAN,India
Mar W1,COD,M-Site,TIER 2,Pre-Manifest,847,RAJASTHAN,India
Mar W1,COD,PC,TIER 2,Pre-Manifest,289,TAMIL NADU,India
Mar W1,COD,PC,TIER 2,Pre-Manifest,357,TAMIL NADU,India
Mar W1,COD,PC,TIER 2,Pre-Manifest,98,TELANGANA,India
Mar W1,COD,PC,TIER 2,Pre-Manifest,262,UTTAR PRADESH,India
Mar W1,COD,PC,TIER 2,Pre-Manifest,263,UTTAR PRADESH,India
Mar W1,COD,PC,TIER 2,Pre-Manifest,464,UTTARAKHAND,India
Mar W1,STD,APP,TIER 2,Pre-Manifest,204,UTTARAKHAND,India
Mar W1,STD,APP,TIER 3,Pre-Manifest,433,ANDHRA PRADESH,India
Mar W1,STD,APP,TIER 3,Pre-Manifest,98,ANDHRA PRADESH,India
Mar W1,STD,APP,TIER 3,Pre-Manifest,278,BIHAR,India
Mar W1,STD,APP,TIER 3,Pre-Manifest,301,CHHATTISGARH,India
Mar W1,STD,APP,TIER 3,Pre-Manifest,582,CHHATTISGARH,India
Mar W1,STD,M-Site,TIER 3,Pre-Manifest,18,GUJARAT,India
Mar W1,STD,M-Site,TIER 3,Pre-Manifest,59,GUJARAT,India
Mar W1,STD,M-Site,TIER 3,Pre-Manifest,21,HIMACHAL PRADESH,India
Mar W1,STD,M-Site,TIER 3,Pre-Manifest,42,HIMACHAL PRADESH,India
Mar W1,STD,M-Site,TIER 3,Pre-Manifest,33,JAMMU & KASHMIR,India
Mar W1,STD,M-Site,TIER 3,Pre-Manifest,65,JAMMU & KASHMIR,India
Mar W1,STD,PC,TIER 3,Pre-Manifest,54,KARNATAKA,India
Mar W1,STD,PC,TIER 3,Pre-Manifest,220,KARNATAKA,India
Mar W1,STD,PC,TIER 3,Pre-Manifest,17,KERALA,India
Mar W1,STD,PC,TIER 3,Pre-Manifest,107,MAHARASHTRA,India
Mar W1,STD,PC,TIER 3,Pre-Manifest,76,MAHARASHTRA,India
Mar W1,STD,PC,TIER 3,Pre-Manifest,104,PONDICHERRY,India
Mar W2,COD,APP,TIER 3,Pre-Manifest,2166,PUNJAB,India
Mar W2,COD,APP,TIER 3,Pre-Manifest,1987,RAJASTHAN,India
Mar W2,COD,APP,TIER 3,Pre-Manifest,1702,RAJASTHAN,India
Mar W2,COD,APP,TIER 3,Pre-Manifest,1626,TAMIL NADU,India
Mar W2,COD,APP,TIER 3,Pre-Manifest,2492,TAMIL NADU,India
Mar W2,COD,APP,TIER 3,Pre-Manifest,5191,TELANGANA,India
Mar W2,COD,M-Site,TIER 3,Pre-Manifest,294,UTTAR PRADESH,India
Mar W2,COD,M-Site,TIER 3,Pre-Manifest,335,UTTARAKHAND,India
Mar W2,COD,M-Site,METRO,Pre-Manifest,237,DELHI,India
Mar W2,COD,M-Site,METRO,Pre-Manifest,252,MAHARASHTRA,India
Mar W2,COD,M-Site,TIER 1,Pre-Manifest,375,CHANDIGARH,India
Mar W2,COD,M-Site,TIER 1,Pre-Manifest,731,MAHARASHTRA,India
Mar W2,COD,PC,TIER 1,Pre-Manifest,169,RAJASTHAN,India
Mar W2,COD,PC,TIER 1,Pre-Manifest,224,MAHARASHTRA,India
Mar W2,COD,PC,TIER 1,Pre-Manifest,108,UTTAR PRADESH,India
Mar W2,COD,PC,EAST,Pre-Manifest,156,ORISSA,India
Mar W2,COD,PC,EAST,Pre-Manifest,168,WEST BENGAL,India
Mar W2,COD,PC,EAST,Pre-Manifest,270,WEST BENGAL,India
Mar W2,STD,APP,EAST,Pre-Manifest,266,WEST BENGAL,India
Mar W2,STD,APP,METRO,Pre-Manifest,564,DELHI,India
Mar W2,STD,APP,METRO,Pre-Manifest,123,DELHI,India
Mar W2,STD,APP,METRO,Pre-Manifest,353,DELHI,India
Mar W2,STD,APP,METRO,Pre-Manifest,345,DELHI,India
Mar W2,STD,APP,METRO,Pre-Manifest,678,HARYANA,India
Mar W2,STD,M-Site,METRO,Pre-Manifest,20,HARYANA,India
Mar W2,STD,M-Site,METRO,Pre-Manifest,60,HARYANA,India
Mar W2,STD,M-Site,METRO,Pre-Manifest,12,HARYANA,India
Mar W2,STD,M-Site,METRO,Pre-Manifest,35,KARNATAKA,India
Mar W2,STD,M-Site,METRO,Pre-Manifest,36,KARNATAKA,India
Mar W2,STD,M-Site,METRO,Pre-Manifest,65,MAHARASHTRA,India
Mar W2,STD,PC,METRO,Pre-Manifest,66,MAHARASHTRA,India
Mar W2,STD,PC,METRO,Pre-Manifest,169,MAHARASHTRA,India
Mar W2,STD,PC,METRO,Pre-Manifest,8,MAHARASHTRA,India
Mar W2,STD,PC,METRO,Pre-Manifest,96,TAMIL NADU,India
Mar W2,STD,PC,METRO,Pre-Manifest,55,TAMIL NADU,India
Mar W2,STD,PC,METRO,Pre-Manifest,78,TELANGANA,India
Mar W3,COD,APP,METRO,Pre-Manifest,1782,TELANGANA,India
Mar W3,COD,APP,METRO,Pre-Manifest,1699,TELANGANA,India
Mar W3,COD,APP,METRO,Pre-Manifest,1477,UTTAR PRADESH,India
Mar W3,COD,APP,NE,Pre-Manifest,1477,ASSAM,India
Mar W3,COD,APP,NE,Pre-Manifest,2198,ASSAM,India
Mar W3,COD,APP,NE,Pre-Manifest,4731,MEGHALAYA,India
Mar W3,COD,M-Site,NE,Pre-Manifest,286,MIZORAM,India
Mar W3,COD,M-Site,NE,Pre-Manifest,309,SIKKIM,India
Mar W3,COD,M-Site,NE,Pre-Manifest,198,TRIPURA,India
Mar W3,COD,M-Site,NE,Pre-Manifest,308,TRIPURA,India
Mar W3,COD,M-Site,TIER 1,Pre-Manifest,359,ANDHRA PRADESH,India
Mar W3,COD,M-Site,TIER 1,Pre-Manifest,675,ANDHRA PRADESH,India
Mar W3,COD,PC,TIER 1,Pre-Manifest,169,KARNATAKA,India
Mar W3,COD,PC,TIER 1,Pre-Manifest,246,MADHYA PRADESH,India
Mar W3,COD,PC,TIER 1,Pre-Manifest,91,MADHYA PRADESH,India
Mar W3,COD,PC,TIER 1,Pre-Manifest,158,MAHARASHTRA,India
Mar W3,COD,PC,TIER 1,Pre-Manifest,210,MAHARASHTRA,India
Mar W3,COD,PC,TIER 1,Pre-Manifest,307,MAHARASHTRA,India
Mar W3,STD,APP,TIER 1,Pre-Manifest,165,PUNJAB,India
Mar W3,STD,APP,TIER 1,Pre-Manifest,419,PUNJAB,India
Mar W3,STD,APP,TIER 1,Pre-Manifest,101,PUNJAB,India
Mar W3,STD,APP,TIER 1,Pre-Manifest,256,RAJASTHAN,India
Mar W3,STD,APP,TIER 1,Pre-Manifest,240,RAJASTHAN,India
Mar W3,STD,APP,TIER 1,Pre-Manifest,507,TAMIL NADU,India
Mar W3,STD,M-Site,TIER 1,Pre-Manifest,19,TAMIL NADU,India
Mar W3,STD,M-Site,TIER 1,Pre-Manifest,54,TELANGANA,India
Mar W3,STD,M-Site,TIER 1,Pre-Manifest,11,TELANGANA,India
Mar W3,STD,M-Site,TIER 1,Pre-Manifest,30,UTTAR PRADESH,India
Mar W3,STD,M-Site,TIER 1,Pre-Manifest,24,UTTAR PRADESH,India
Mar W3,STD,M-Site,TIER 1,Pre-Manifest,60,UTTAR PRADESH,India
Mar W3,STD,PC,TIER 1,Pre-Manifest,37,UTTARAKHAND,India
Mar W3,STD,PC,TIER 1,Pre-Manifest,145,UTTARAKHAND,India
Mar W3,STD,PC,TIER 2,Pre-Manifest,2,ANDHRA PRADESH,India
Mar W3,STD,PC,TIER 2,Pre-Manifest,64,ANDHRA PRADESH,India
Mar W3,STD,PC,TIER 2,Pre-Manifest,63,BIHAR,India
Mar W3,STD,PC,TIER 2,Pre-Manifest,87,CHHATTISGARH,India
Apr W1,COD,APP,TIER 2,Pre-Manifest,1447,CHHATTISGARH,India
Apr W1,COD,APP,TIER 2,Pre-Manifest,1247,DADRA & NAGAR HAVELI,India
Apr W1,COD,APP,TIER 2,Pre-Manifest,1438,DADRA & NAGAR HAVELI,India
Apr W1,COD,APP,TIER 2,Pre-Manifest,1226,GOA,India
Apr W1,COD,APP,TIER 2,Pre-Manifest,1764,GOA,India
Apr W1,COD,APP,TIER 2,Pre-Manifest,3579,HARYANA,India
Apr W1,COD,M-Site,TIER 2,Pre-Manifest,300,HARYANA,India
Apr W1,COD,M-Site,TIER 2,Pre-Manifest,308,HIMACHAL PRADESH,India
Apr W1,COD,M-Site,TIER 2,Pre-Manifest,316,HIMACHAL PRADESH,India
Apr W1,COD,M-Site,TIER 2,Pre-Manifest,303,JHARKHAND,India
Apr W1,COD,M-Site,TIER 2,Pre-Manifest,369,KARNATAKA,India
Apr W1,COD,M-Site,TIER 2,Pre-Manifest,720,KARNATAKA,India
Apr W1,COD,PC,TIER 2,Pre-Manifest,155,MADHYA PRADESH,India
Apr W1,COD,PC,TIER 2,Pre-Manifest,243,MAHARASHTRA,India
Apr W1,COD,PC,TIER 2,Pre-Manifest,60,MAHARASHTRA,India
Apr W1,COD,PC,TIER 2,Pre-Manifest,157,MAHARASHTRA,India
Apr W1,COD,PC,TIER 2,Pre-Manifest,167,MAHARASHTRA,India
Apr W1,COD,PC,TIER 2,Pre-Manifest,267,PUNJAB,India
Apr W1,STD,APP,TIER 2,Pre-Manifest,166,PUNJAB,India
Apr W1,STD,APP,TIER 2,Pre-Manifest,340,PUNJAB,India
Apr W1,STD,APP,TIER 2,Pre-Manifest,59,RAJASTHAN,India
Apr W1,STD,APP,TIER 2,Pre-Manifest,215,RAJASTHAN,India
Apr W1,STD,APP,TIER 2,Pre-Manifest,180,TAMIL NADU,India
Apr W1,STD,APP,TIER 2,Pre-Manifest,379,TAMIL NADU,India
Apr W1,STD,M-Site,TIER 2,Pre-Manifest,15,TELANGANA,India
Apr W1,STD,M-Site,TIER 2,Pre-Manifest,66,UTTAR PRADESH,India
Apr W1,STD,M-Site,TIER 2,Pre-Manifest,4,UTTAR PRADESH,India
Apr W1,STD,M-Site,TIER 2,Pre-Manifest,20,UTTARAKHAND,India
Apr W1,STD,M-Site,TIER 2,Pre-Manifest,25,UTTARAKHAND,India
Apr W1,STD,M-Site,TIER 3,Pre-Manifest,58,ANDHRA PRADESH,India
Apr W1,STD,PC,TIER 3,Pre-Manifest,34,ANDHRA PRADESH,India
Apr W1,STD,PC,TIER 3,Pre-Manifest,144,BIHAR,India
Apr W1,STD,PC,TIER 3,Pre-Manifest,7,BIHAR,India
Apr W1,STD,PC,TIER 3,Pre-Manifest,87,CHHATTISGARH,India
Apr W1,STD,PC,TIER 3,Pre-Manifest,48,CHHATTISGARH,India
Apr W1,STD,PC,TIER 3,Pre-Manifest,64,DAMAN & DIU,India
Apr W2,COD,APP,TIER 3,Pre-Manifest,2898,DAMAN & DIU,India
Apr W2,COD,APP,TIER 3,Pre-Manifest,2768,HARYANA,India
Apr W2,COD,APP,TIER 3,Pre-Manifest,2320,HARYANA,India
Apr W2,COD,APP,TIER 3,Pre-Manifest,2514,HIMACHAL PRADESH,India
Apr W2,COD,APP,TIER 3,Pre-Manifest,3751,HIMACHAL PRADESH,India
Apr W2,COD,APP,TIER 3,Pre-Manifest,7910,JHARKHAND,India
Apr W2,COD,M-Site,TIER 3,Pre-Manifest,622,KARNATAKA,India
Apr W2,COD,M-Site,TIER 3,Pre-Manifest,639,KARNATAKA,India
Apr W2,COD,M-Site,TIER 3,Pre-Manifest,446,MADHYA PRADESH,India
Apr W2,COD,M-Site,TIER 3,Pre-Manifest,584,MADHYA PRADESH,India
Apr W2,COD,M-Site,TIER 3,Pre-Manifest,941,MAHARASHTRA,India
Apr W2,COD,M-Site,TIER 3,Pre-Manifest,1659,MAHARASHTRA,India
Apr W2,COD,PC,TIER 3,Pre-Manifest,379,MAHARASHTRA,India
Apr W2,COD,PC,TIER 3,Pre-Manifest,683,PONDICHERRY,India
Apr W2,COD,PC,TIER 3,Pre-Manifest,154,PUNJAB,India
Apr W2,COD,PC,TIER 3,Pre-Manifest,392,PUNJAB,India
Apr W2,COD,PC,TIER 3,Pre-Manifest,463,PUNJAB,India
Apr W2,COD,PC,TIER 3,Pre-Manifest,698,RAJASTHAN,India
Apr W2,STD,APP,TIER 3,Pre-Manifest,272,RAJASTHAN,India
Apr W2,STD,APP,TIER 3,Pre-Manifest,690,TAMIL NADU,India
Apr W2,STD,APP,TIER 3,Pre-Manifest,135,TAMIL NADU,India
Apr W2,STD,APP,TIER 3,Pre-Manifest,454,TELANGANA,India
Apr W2,STD,APP,TIER 3,Pre-Manifest,420,TELANGANA,India
Apr W2,STD,APP,TIER 3,Pre-Manifest,735,UTTAR PRADESH,India
Apr W2,STD,M-Site,TIER 3,Pre-Manifest,41,UTTAR PRADESH,India
Apr W2,STD,M-Site,TIER 3,Pre-Manifest,109,UTTARAKHAND,India
Apr W2,STD,M-Site,TIER 3,Pre-Manifest,17,UTTARAKHAND,India
Apr W2,STD,M-Site,EAST,Pre-Manifest,72,ORISSA,India
Apr W2,STD,M-Site,EAST,Pre-Manifest,69,WEST BENGAL,India
Apr W2,STD,M-Site,EAST,Pre-Manifest,113,WEST BENGAL,India
Apr W2,STD,PC,METRO,Pre-Manifest,59,DELHI,India
Apr W2,STD,PC,METRO,Pre-Manifest,337,DELHI,India
Apr W2,STD,PC,METRO,Pre-Manifest,19,DELHI,India
Apr W2,STD,PC,METRO,Pre-Manifest,164,HARYANA,India
Apr W2,STD,PC,METRO,Pre-Manifest,101,HARYANA,India
Apr W2,STD,PC,METRO,Pre-Manifest,148,HARYANA,India
Mar W4,COD,APP,METRO,Pre-Manifest,1960,KARNATAKA,India
Mar W4,COD,APP,METRO,Pre-Manifest,1743,MAHARASHTRA,India
Mar W4,COD,APP,METRO,Pre-Manifest,1738,TAMIL NADU,India
Mar W4,COD,APP,METRO,Pre-Manifest,1471,TELANGANA,India
Mar W4,COD,APP,METRO,Pre-Manifest,2331,TELANGANA,India
Mar W4,COD,APP,NE,Pre-Manifest,5081,ASSAM,India
Mar W4,COD,M-Site,NE,Pre-Manifest,379,ASSAM,India
Mar W4,COD,M-Site,NE,Pre-Manifest,366,MEGHALAYA,India
Mar W4,COD,M-Site,NE,Pre-Manifest,324,MIZORAM,India
Mar W4,COD,M-Site,NE,Pre-Manifest,348,SIKKIM,India
Mar W4,COD,M-Site,NE,Pre-Manifest,449,TRIPURA,India
Mar W4,COD,M-Site,TIER 1,Pre-Manifest,979,ANDHRA PRADESH,India
Mar W4,COD,PC,TIER 1,Pre-Manifest,214,KARNATAKA,India
Mar W4,COD,PC,TIER 1,Pre-Manifest,267,MADHYA PRADESH,India
Mar W4,COD,PC,TIER 1,Pre-Manifest,90,MAHARASHTRA,India
Mar W4,COD,PC,TIER 1,Pre-Manifest,213,PONDICHERRY,India
Mar W4,COD,PC,TIER 1,Pre-Manifest,222,PUNJAB,India
Mar W4,COD,PC,TIER 1,Pre-Manifest,367,RAJASTHAN,India
Mar W4,STD,APP,TIER 1,Pre-Manifest,164,RAJASTHAN,India
Mar W4,STD,APP,TIER 1,Pre-Manifest,333,TAMIL NADU,India
Mar W4,STD,APP,TIER 1,Pre-Manifest,107,TAMIL NADU,India
Mar W4,STD,APP,TIER 1,Pre-Manifest,252,TELANGANA,India
Mar W4,STD,APP,TIER 1,Pre-Manifest,220,TELANGANA,India
Mar W4,STD,APP,TIER 1,Pre-Manifest,415,UTTAR PRADESH,India
Mar W4,STD,M-Site,TIER 1,Pre-Manifest,29,UTTAR PRADESH,India
Mar W4,STD,M-Site,TIER 1,Pre-Manifest,48,UTTAR PRADESH,India
Mar W4,STD,M-Site,TIER 1,Pre-Manifest,11,UTTARAKHAND,India
Mar W4,STD,M-Site,TIER 2,Pre-Manifest,42,ANDHRA PRADESH,India
Mar W4,STD,M-Site,TIER 2,Pre-Manifest,38,ANDHRA PRADESH,India
Mar W4,STD,M-Site,TIER 2,Pre-Manifest,63,BIHAR,India
Mar W4,STD,PC,TIER 2,Pre-Manifest,54,CHHATTISGARH,India
Mar W4,STD,PC,TIER 2,Pre-Manifest,151,DADRA & NAGAR HAVELI,India
Mar W4,STD,PC,TIER 2,Pre-Manifest,13,GOA,India
Mar W4,STD,PC,TIER 2,Pre-Manifest,114,HIMACHAL PRADESH,India
Mar W4,STD,PC,TIER 2,Pre-Manifest,66,JHARKHAND,India
Mar W4,STD,PC,TIER 2,Pre-Manifest,94,KARNATAKA,India
Feb W1,COD,APP,TIER 2,M2S,573,KARNATAKA,India
Feb W1,COD,APP,TIER 2,M2S,537,MADHYA PRADESH,India
Feb W1,COD,APP,TIER 2,M2S,394,MADHYA PRADESH,India
Feb W1,COD,APP,TIER 2,M2S,508,MAHARASHTRA,India
Feb W1,COD,APP,TIER 2,M2S,718,MAHARASHTRA,India
Feb W1,COD,APP,TIER 2,M2S,1278,MAHARASHTRA,India
Feb W1,COD,M-Site,TIER 2,M2S,93,MAHARASHTRA,India
Feb W1,COD,M-Site,TIER 2,M2S,128,PUNJAB,India
Feb W1,COD,M-Site,TIER 2,M2S,61,PUNJAB,India
Feb W1,COD,M-Site,TIER 2,M2S,104,RAJASTHAN,India
Feb W1,COD,M-Site,TIER 2,M2S,115,RAJASTHAN,India
Feb W1,COD,M-Site,TIER 2,M2S,210,RAJASTHAN,India
Feb W1,COD,PC,TIER 2,M2S,87,TAMIL NADU,India
Feb W1,COD,PC,TIER 2,M2S,111,UTTAR PRADESH,India
Feb W1,COD,PC,TIER 2,M2S,39,UTTAR PRADESH,India
Feb W1,COD,PC,TIER 2,M2S,76,UTTARAKHAND,India
Feb W1,COD,PC,TIER 2,M2S,98,UTTARAKHAND,India
Feb W1,COD,PC,TIER 3,M2S,154,ANDHRA PRADESH,India
Feb W1,STD,APP,TIER 3,M2S,75,BIHAR,India
Feb W1,STD,APP,TIER 3,M2S,200,CHHATTISGARH,India
Feb W1,STD,APP,TIER 3,M2S,26,CHHATTISGARH,India
Feb W1,STD,APP,TIER 3,M2S,130,HARYANA,India
Feb W1,STD,APP,TIER 3,M2S,124,HARYANA,India
Feb W1,STD,APP,TIER 3,M2S,180,HIMACHAL PRADESH,India
Feb W1,STD,M-Site,TIER 3,M2S,6,HIMACHAL PRADESH,India
Feb W1,STD,M-Site,TIER 3,M2S,38,JHARKHAND,India
Feb W1,STD,M-Site,TIER 3,M2S,3,JHARKHAND,India
Feb W1,STD,M-Site,TIER 3,M2S,26,KARNATAKA,India
Feb W1,STD,M-Site,TIER 3,M2S,10,KARNATAKA,India
Feb W1,STD,M-Site,TIER 3,M2S,36,MADHYA PRADESH,India
Feb W1,STD,PC,TIER 3,M2S,25,MAHARASHTRA,India
Feb W1,STD,PC,TIER 3,M2S,103,MAHARASHTRA,India
Feb W1,STD,PC,TIER 3,M2S,5,MAHARASHTRA,India
Feb W1,STD,PC,TIER 3,M2S,47,PONDICHERRY,India
Feb W1,STD,PC,TIER 3,M2S,41,PUNJAB,India
Feb W1,STD,PC,TIER 3,M2S,59,PUNJAB,India
Feb W2,COD,APP,TIER 3,M2S,523,RAJASTHAN,India
Feb W2,COD,APP,TIER 3,M2S,556,RAJASTHAN,India
Feb W2,COD,APP,TIER 3,M2S,318,TAMIL NADU,India
Feb W2,COD,APP,TIER 3,M2S,461,TAMIL NADU,India
Feb W2,COD,APP,TIER 3,M2S,698,UTTAR PRADESH,India
Feb W2,COD,APP,TIER 3,M2S,1335,UTTAR PRADESH,India
Feb W2,COD,M-Site,TIER 3,M2S,80,UTTARAKHAND,India
Feb W2,COD,M-Site,TIER 3,M2S,112,UTTARAKHAND,India
Feb W2,COD,M-Site,EAST,M2S,60,ORISSA,India
Feb W2,COD,M-Site,EAST,M2S,104,WEST BENGAL,India
Feb W2,COD,M-Site,EAST,M2S,129,WEST BENGAL,India
Feb W2,COD,M-Site,METRO,M2S,216,DELHI,India
Feb W2,COD,PC,METRO,M2S,101,DELHI,India
Feb W2,COD,PC,METRO,M2S,128,DELHI,India
Feb W2,COD,PC,METRO,M2S,18,DELHI,India
Feb W2,COD,PC,METRO,M2S,87,HARYANA,India
Feb W2,COD,PC,METRO,M2S,116,HARYANA,India
Feb W2,COD,PC,METRO,M2S,127,KARNATAKA,India
Feb W2,STD,APP,METRO,M2S,88,MAHARASHTRA,India
Feb W2,STD,APP,METRO,M2S,191,MAHARASHTRA,India
Feb W2,STD,APP,METRO,M2S,32,TAMIL NADU,India
Feb W2,STD,APP,METRO,M2S,120,TELANGANA,India
